cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,latitude,longitude,month,year
02A,02A000055,2A198,OTA,,,,02A00109004,2021-11-16,10h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,42.2578277,8.7450622,11,2021
02A,02A000055,2A198,OTA,,,,02A00109110,2021-12-07,09h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,42.2578277,8.7450622,12,2021
02A,02A000060,2A070,CASAGLIONE,,,,02A00106418,2021-02-09,10h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,N,N,42.0678625,8.7884091,2,2021
02A,02A000060,2A070,CASAGLIONE,02A000058,UNITE STERILISATION TIUCCIA,100 %,02A00106544,2021-03-02,08h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes sulfito-réducteurs est également à surveiller.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,N,N,42.0678625,8.7884091,3,2021
02A,02A000060,2A070,CASAGLIONE,,,,02A00106746,2021-04-14,09h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.0678625,8.7884091,4,2021
02A,02A000060,2A070,CASAGLIONE,,,,02A00107059,2021-06-03,10h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.0678625,8.7884091,6,2021
02A,02A000060,2A070,CASAGLIONE,,,,02A00107068,2021-04-07,08h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un Ph bas.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.0678625,8.7884091,4,2021
02A,02A000060,2A070,CASAGLIONE,02A000058,UNITE STERILISATION TIUCCIA,100 %,02A00107566,2021-07-08,08h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Il est à noter qu'une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.0678625,8.7884091,7,2021
02A,02A000060,2A070,CASAGLIONE,,,,02A00107827,2021-08-06,09h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Il est à noter qu'une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.0678625,8.7884091,8,2021
02A,02A000060,2A070,CASAGLIONE,02A000058,UNITE STERILISATION TIUCCIA,100 %,02A00108643,2021-09-15,10h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. L'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.0678625,8.7884091,9,2021
02A,02A000060,2A070,CASAGLIONE,,,,02A00108701,2021-10-05,08h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller. Une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,N,N,42.0678625,8.7884091,10,2021
02A,02A000061,2A048,CALCATOGGIO,,,,02A00106237,2021-01-06,10h45,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,N,C,N,N,42.03069960000001,8.759427952990581,1,2021
02A,02A000061,2A048,CALCATOGGIO,,,,02A00106419,2021-02-09,09h30,"Eau d'alimentation non conforme à la norme en vigueur, du fait du dépassement de la référence de qualité concernant le paramètre turbidité.",SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.03069960000001,8.759427952990581,2,2021
02A,02A000061,2A070,CASAGLIONE,02A000059,UNITE STERILISATION PIOMBELLO,100 %,02A00106543,2021-03-02,07h49,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un pH bas.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.0678625,8.7884091,3,2021
02A,02A000061,2A048,CALCATOGGIO,,,,02A00106747,2021-04-14,09h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.03069960000001,8.759427952990581,4,2021
02A,02A000061,2A048,CALCATOGGIO,,,,02A00106885,2021-04-07,07h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un pH bas.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.03069960000001,8.759427952990581,4,2021
02A,02A000061,2A070,CASAGLIONE,02A000059,UNITE STERILISATION PIOMBELLO,100 %,02A00107190,2021-06-03,10h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.0678625,8.7884091,6,2021
02A,02A000061,2A048,CALCATOGGIO,,,,02A00107214,2021-06-21,10h15,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,N,C,N,N,42.03069960000001,8.759427952990581,6,2021
02A,02A000061,2A048,CALCATOGGIO,,,,02A00107308,2021-07-01,10h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,S,C,S,42.03069960000001,8.759427952990581,7,2021
02A,02A000061,2A048,CALCATOGGIO,,,,02A00107357,2021-07-08,09h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Il est à noter qu'une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.03069960000001,8.759427952990581,7,2021
02A,02A000061,2A048,CALCATOGGIO,,,,02A00108398,2021-09-10,10h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Il est à noter qu'une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.03069960000001,8.759427952990581,9,2021
02A,02A000061,2A070,CASAGLIONE,02A000059,UNITE STERILISATION PIOMBELLO,100 %,02A00108488,2021-09-15,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.0678625,8.7884091,9,2021
02A,02A000061,2A048,CALCATOGGIO,,,,02A00108688,2021-10-05,08h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.03069960000001,8.759427952990581,10,2021
02A,02A000061,2A048,CALCATOGGIO,,,,02A00109068,2021-12-03,10h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.03069960000001,8.759427952990581,12,2021
02A,02A000065,2A048,CALCATOGGIO,02A002097,TTP CALCATOGGIO VILLAGE,100 %,02A00106420,2021-02-09,08h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.03069960000001,8.759427952990581,2,2021
02A,02A000065,2A048,CALCATOGGIO,,,,02A00107063,2021-06-04,08h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.03069960000001,8.759427952990581,6,2021
02A,02A000065,2A048,CALCATOGGIO,,,,02A00107828,2021-08-06,09h05,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.03069960000001,8.759427952990581,8,2021
02A,02A000065,2A048,CALCATOGGIO,02A002097,TTP CALCATOGGIO VILLAGE,100 %,02A00108074,2021-08-06,09h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.03069960000001,8.759427952990581,8,2021
02A,02A000065,2A048,CALCATOGGIO,,,,02A00108689,2021-10-05,07h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.03069960000001,8.759427952990581,10,2021
02A,02A000066,2A048,CALCATOGGIO,,,,02A00107062,2021-06-04,08h00,"Eau d'alimentation non conforme aux exigences de qualité en vigueur, du fait de la présence d'une teneur excessive en chlore libre.",SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,C,42.03069960000001,8.759427952990581,6,2021
02A,02A000066,2A048,CALCATOGGIO,,,,02A00107829,2021-08-06,08h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter qu'une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.03069960000001,8.759427952990581,8,2021
02A,02A000066,2A048,CALCATOGGIO,02A002096,VETTRICCIA,100 %,02A00108497,2021-09-10,08h08,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.03069960000001,8.759427952990581,9,2021
02A,02A000071,2A090,COGGIA,,,,02A00106235,2021-01-06,10h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT DE VICO/COGGIA,SYNDICAT DE VICO-COGGIA,SYNDICAT DE VICO-COGGIA,C,C,C,N,42.1237723,8.7507014,1,2021
02A,02A000071,2A090,COGGIA,,,,02A00106518,2021-03-02,09h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT DE VICO/COGGIA,SYNDICAT DE VICO-COGGIA,SYNDICAT DE VICO-COGGIA,C,C,C,N,42.1237723,8.7507014,3,2021
02A,02A000071,2A090,COGGIA,,,,02A00106838,2021-05-03,09h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT DE VICO/COGGIA,SYNDICAT DE VICO-COGGIA,SYNDICAT DE VICO-COGGIA,C,C,C,N,42.1237723,8.7507014,5,2021
02A,02A000071,2A090,COGGIA,02A000069,UNITE STERILISATION SAGONE,50 %,02A00106946,2021-05-03,07h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,SYNDICAT DE VICO/COGGIA,SYNDICAT DE VICO-COGGIA,SYNDICAT DE VICO-COGGIA,C,C,C,N,42.1237723,8.7507014,5,2021
02A,02A000071,2A090,COGGIA,,,,02A00107359,2021-07-08,08h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT DE VICO/COGGIA,SYNDICAT DE VICO-COGGIA,SYNDICAT DE VICO-COGGIA,C,C,C,N,42.1237723,8.7507014,7,2021
02A,02A000071,2A090,COGGIA,02A000068,UNITE STERILISATION TILOZA,50 %,02A00107565,2021-07-08,08h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT DE VICO/COGGIA,SYNDICAT DE VICO-COGGIA,SYNDICAT DE VICO-COGGIA,C,C,C,N,42.1237723,8.7507014,7,2021
02A,02A000071,2A090,COGGIA,,,,02A00108563,2021-09-21,11h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT DE VICO/COGGIA,SYNDICAT DE VICO-COGGIA,SYNDICAT DE VICO-COGGIA,C,C,C,N,42.1237723,8.7507014,9,2021
02A,02A000071,2A090,COGGIA,,,,02A00108920,2021-11-08,07h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT DE VICO/COGGIA,SYNDICAT DE VICO-COGGIA,SYNDICAT DE VICO-COGGIA,C,C,C,N,42.1237723,8.7507014,11,2021
02A,02A000071,2A090,COGGIA,,,,02A00109063,2021-12-03,10h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT DE VICO/COGGIA,SYNDICAT DE VICO-COGGIA,SYNDICAT DE VICO-COGGIA,C,C,C,N,42.1237723,8.7507014,12,2021
02A,02A000073,2A198,OTA,,,,02A00106303,2021-01-14,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,42.2578277,8.7450622,1,2021
02A,02A000073,2A198,OTA,02A004569,USINE TRAITEMENT OTA,100 %,02A00106854,2021-05-04,10h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,42.2578277,8.7450622,5,2021
02A,02A000073,2A198,OTA,,,,02A00107205,2021-06-22,09h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,42.2578277,8.7450622,6,2021
02A,02A000073,2A198,OTA,02A004569,USINE TRAITEMENT OTA,100 %,02A00107607,2021-06-22,09h09,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,42.2578277,8.7450622,6,2021
02A,02A000073,2A198,OTA,02A002114,UNITE TRAITEMENT OTA VILLAGE,,02A00108754,2021-10-07,10h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,42.2578277,8.7450622,10,2021
02A,02A000073,2A198,OTA,,,,02A00109006,2021-11-16,10h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive. Il es t à noter une faible minéralisation.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,42.2578277,8.7450622,11,2021
02A,02A000075,2A203,PARTINELLO,,,,02A00106302,2021-01-14,08h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE PARTINELLO,MAIRIE DE PARTINELLO,MAIRIE DE PARTINELLO,C,C,C,N,42.3112867,8.6827466,1,2021
02A,02A000075,2A203,PARTINELLO,02A000076,UNITE STERILISATION PARTINELLO,100 %,02A00106966,2021-05-17,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE PARTINELLO,MAIRIE DE PARTINELLO,MAIRIE DE PARTINELLO,C,C,C,N,42.3112867,8.6827466,5,2021
02A,02A000075,2A203,PARTINELLO,,,,02A00107001,2021-05-20,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE PARTINELLO,MAIRIE DE PARTINELLO,MAIRIE DE PARTINELLO,C,C,C,N,42.3112867,8.6827466,5,2021
02A,02A000075,2A203,PARTINELLO,02A000076,UNITE STERILISATION PARTINELLO,100 %,02A00107249,2021-07-01,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE PARTINELLO,MAIRIE DE PARTINELLO,MAIRIE DE PARTINELLO,S,C,S,C,42.3112867,8.6827466,7,2021
02A,02A000075,2A203,PARTINELLO,02A000076,UNITE STERILISATION PARTINELLO,100 %,02A00107570,2021-07-12,09h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE PARTINELLO,MAIRIE DE PARTINELLO,MAIRIE DE PARTINELLO,C,C,C,N,42.3112867,8.6827466,7,2021
02A,02A000075,2A203,PARTINELLO,,,,02A00108698,2021-10-07,09h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE PARTINELLO,MAIRIE DE PARTINELLO,MAIRIE DE PARTINELLO,C,C,C,C,42.3112867,8.6827466,10,2021
02A,02A000082,2A196,ORTO,,,,02A00106385,2021-02-03,09h25,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un pH bas.,COMMUNE D' ORTO,MAIRIE D' ORTO,MAIRIE D' ORTO,C,C,C,N,42.1867101,8.932329300000003,2,2021
02A,02A000082,2A196,ORTO,02A002643,TTP ORTO,100 %,02A00106959,2021-05-10,09h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes sulfito-réducteurs est également à surveiller.,COMMUNE D' ORTO,MAIRIE D' ORTO,MAIRIE D' ORTO,C,C,N,N,42.1867101,8.932329300000003,5,2021
