cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,month,year,latitude_y,longitude_y
02B,02B000172,2B043,BRANDO,,,,02B00111127,2023-07-26,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,C,C,7,2023,42.7739502,9.4761301
02B,02B000182,2B159,MERIA,02B000179,RESERVOIR MERIA,100 %,02B00110077,2023-04-24,08h30,Eau d'alimentation conforme aux limites de qualité. Carbone Organique Total hors norme. Turbidité hors norme.,MERIA,MAIRIE DE MERIA,MAIRIE DE MERIA,C,C,C,N,4,2023,42.9265964,9.4528504
02B,02B000182,2B159,MERIA,,,,02B00110079,2023-01-09,09h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,MERIA,MAIRIE DE MERIA,MAIRIE DE MERIA,C,C,C,C,1,2023,42.9265964,9.4528504
02B,02B000182,2B159,MERIA,,,,02B00111362,2023-06-13,08h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,MERIA,MAIRIE DE MERIA,MAIRIE DE MERIA,C,C,C,C,6,2023,42.9265964,9.4528504
02B,02B000186,2B194,ORTALE,02B000185,STATION UV,100 %,02B00110151,2023-01-16,06h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,ORTALE,MAIRIE DE ORTALE,MAIRIE DE ORTALE,C,C,C,C,1,2023,42.3166718,9.4228224
02B,02B000186,2B194,ORTALE,,,,02B00110152,2023-02-27,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,ORTALE,MAIRIE DE ORTALE,MAIRIE DE ORTALE,C,C,C,C,2,2023,42.3166718,9.4228224
02B,02B000186,2B194,ORTALE,02B000185,STATION UV,100 %,02B00111307,2023-07-18,11h00,Eau d'alimentation conforme aux limites de qualité.,ORTALE,MAIRIE DE ORTALE,MAIRIE DE ORTALE,C,C,C,N,7,2023,42.3166718,9.4228224
02B,02B000186,2B194,ORTALE,,,,02B00111308,2023-05-22,06h10,Eau d'alimentation non-conforme aux limites de qualité et conforme aux références de qualité. Présence de germes témoins de contamination fécale.,ORTALE,MAIRIE DE ORTALE,MAIRIE DE ORTALE,N,C,C,C,5,2023,42.3166718,9.4228224
02B,02B000191,2B095,CORSCIA,02B000193,RESERVOIR CAVALLERACCE,100 %,02B00109977,2023-04-20,07h30,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CORSCIA,MAIRIE DE CORSCIA,MAIRIE DE CORSCIA,C,C,C,N,4,2023,42.3553585,9.044006199999998
02B,02B000191,2B095,CORSCIA,,,,02B00111212,2023-06-29,06h10,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante. Turbidité hors norme. Eau faiblement minéralisée.,CORSCIA,MAIRIE DE CORSCIA,MAIRIE DE CORSCIA,N,C,N,N,6,2023,42.3553585,9.044006199999998
02B,02B000192,2B095,CORSCIA,02B000190,RESERVOIR NUNZIATA,100 %,02B00109978,2023-04-20,07h40,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CORSCIA,MAIRIE DE CORSCIA,MAIRIE DE CORSCIA,C,C,C,N,4,2023,42.3553585,9.044006199999998
02B,02B000192,2B095,CORSCIA,,,,02B00109979,2023-03-09,06h50,Eau d'alimentation conforme aux limites de qualité. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,CORSCIA,MAIRIE DE CORSCIA,MAIRIE DE CORSCIA,C,C,N,C,3,2023,42.3553585,9.044006199999998
02B,02B000192,2B095,CORSCIA,,,,02B00109980,2023-03-09,07h00,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,CORSCIA,MAIRIE DE CORSCIA,MAIRIE DE CORSCIA,C,C,N,N,3,2023,42.3553585,9.044006199999998
02B,02B000192,2B095,CORSCIA,02B000190,RESERVOIR NUNZIATA,100 %,02B00111210,2023-06-29,06h00,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante. Eau faiblement minéralisée.,CORSCIA,MAIRIE DE CORSCIA,MAIRIE DE CORSCIA,N,C,N,N,6,2023,42.3553585,9.044006199999998
02B,02B000192,2B095,CORSCIA,,,,02B00111211,2023-06-29,08h40,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,CORSCIA,MAIRIE DE CORSCIA,MAIRIE DE CORSCIA,N,C,N,C,6,2023,42.3553585,9.044006199999998
02B,02B000202,2B193,OMESSA,02B000199,RESERVOIR OMESSA,100 %,02B00110148,2023-05-03,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OMESSA,MAIRIE DE OMESSA,MAIRIE DE OMESSA,C,C,C,C,5,2023,42.370206,9.1997614
02B,02B000202,2B193,OMESSA,,,,02B00110150,2023-02-22,09h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OMESSA,MAIRIE DE OMESSA,MAIRIE DE OMESSA,C,C,C,C,2,2023,42.370206,9.1997614
02B,02B000202,2B193,OMESSA,,,,02B00111306,2023-07-24,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OMESSA,MAIRIE DE OMESSA,MAIRIE DE OMESSA,C,C,C,C,7,2023,42.370206,9.1997614
02B,02B000203,2B193,OMESSA,,,,02B00110149,2023-02-22,07h30,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OMESSA,MAIRIE DE OMESSA,MAIRIE DE OMESSA,C,C,C,N,2,2023,42.370206,9.1997614
02B,02B000203,2B193,OMESSA,,,,02B00111305,2023-07-24,07h50,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OMESSA,MAIRIE DE OMESSA,MAIRIE DE OMESSA,C,C,C,N,7,2023,42.370206,9.1997614
02B,02B000224,2B046,CAGNANO,02B000220,RESERVOIR AMPOLU,100 %,02B00109869,2023-02-23,08h10,Eau d'alimentation conforme aux limites de qualité. Carbone Organique Total hors norme. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,CAGNANO,MAIRIE DE CAGNANO,MAIRIE DE CAGNANO,C,C,N,N,2,2023,42.8749176,9.4312366
02B,02B000224,2B046,CAGNANO,,,,02B00109872,2023-04-24,09h20,Eau d'alimentation conforme aux limites de qualité. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,CAGNANO,MAIRIE DE CAGNANO,MAIRIE DE CAGNANO,C,C,N,C,4,2023,42.8749176,9.4312366
02B,02B000224,2B046,CAGNANO,,,,02B00111134,2023-06-19,08h50,Eau d'alimentation conforme aux limites de qualité. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,CAGNANO,MAIRIE DE CAGNANO,MAIRIE DE CAGNANO,C,C,N,C,6,2023,42.8749176,9.4312366
02B,02B000233,2B338,VALLE-D'OREZZA,,,,02B00110479,2023-03-13,06h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,VALLE D'OREZZA,MAIRIE DE VALLE D'OREZZA,MAIRIE DE VALLE D'OREZZA,C,C,C,C,3,2023,42.36749,9.39693
02B,02B000237,2B334,VALLE-D'ALESANI,02B000236,RESERVOIR PERELLI,100 %,02B00110468,2023-01-16,06h35,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,VALLE D'ALESANI,MAIRIE DE VALLE D'ALESANI,MAIRIE DE VALLE D'ALESANI,C,C,C,N,1,2023,42.326945,9.4164631
02B,02B000237,2B334,VALLE-D'ALESANI,,,,02B00110469,2023-02-27,07h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,VALLE D'ALESANI,MAIRIE DE VALLE D'ALESANI,MAIRIE DE VALLE D'ALESANI,C,C,C,C,2,2023,42.326945,9.4164631
02B,02B000237,2B334,VALLE-D'ALESANI,02B000236,RESERVOIR PERELLI,100 %,02B00111621,2023-07-18,08h20,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,VALLE D'ALESANI,MAIRIE DE VALLE D'ALESANI,MAIRIE DE VALLE D'ALESANI,N,C,C,N,7,2023,42.326945,9.4164631
02B,02B000237,2B334,VALLE-D'ALESANI,,,,02B00111622,2023-05-22,06h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,VALLE D'ALESANI,MAIRIE DE VALLE D'ALESANI,MAIRIE DE VALLE D'ALESANI,C,C,C,C,5,2023,42.326945,9.4164631
02B,02B000240,2B234,PIOBETTA,,,,02B00110301,2023-02-02,07h10,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,PIOBETTA,MAIRIE DE PIOBETTA,MAIRIE DE PIOBETTA,C,C,C,N,2,2023,42.344948,9.383380699999998
02B,02B000240,2B234,PIOBETTA,02B000239,STATION UV,100 %,02B00111450,2023-07-03,07h05,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée.,PIOBETTA,MAIRIE DE PIOBETTA,MAIRIE DE PIOBETTA,N,C,C,N,7,2023,42.344948,9.383380699999998
02B,02B000240,2B234,PIOBETTA,,,,02B00111451,2023-08-24,11h15,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,PIOBETTA,MAIRIE DE PIOBETTA,MAIRIE DE PIOBETTA,C,C,C,N,8,2023,42.344948,9.383380699999998
02B,02B000244,2B217,PIAZZOLE,02B000243,RESERVOIR PIAZZOLE,100 %,02B00110185,2023-02-09,06h05,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PIAZZOLE,MAIRIE DE PIAZZOLE,MAIRIE DE PIAZZOLE,C,C,C,C,2,2023,42.3934,9.40098
02B,02B000244,2B217,PIAZZOLE,,,,02B00110186,2023-04-03,06h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PIAZZOLE,MAIRIE DE PIAZZOLE,MAIRIE DE PIAZZOLE,C,C,C,C,4,2023,42.3934,9.40098
02B,02B000244,2B217,PIAZZOLE,,,,02B00111413,2023-07-06,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PIAZZOLE,MAIRIE DE PIAZZOLE,MAIRIE DE PIAZZOLE,C,C,C,C,7,2023,42.3934,9.40098
02B,02B000250,2B256,RAPAGGIO,02B001081,RESERVOIR RAPAGGIO HAUT,100 %,02B00110333,2023-03-13,05h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,RAPAGGIO,MAIRIE DE RAPAGGIO,MAIRIE DE RAPAGGIO,C,C,C,C,3,2023,42.372832,9.3896896
02B,02B000305,2B239,POGGIO-D'OLETTA,02B000303,RESERVOIR POGGIO,100 %,02B00110303,2023-03-13,09h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,POGGIO D'OLETTA,MAIRIE DE POGGIO D'OLETTA,MAIRIE DE POGGIO D'OLETTA,C,C,C,C,3,2023,42.63924,9.36207
02B,02B000305,2B239,POGGIO-D'OLETTA,,,,02B00110304,2023-02-01,08h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,POGGIO D'OLETTA,MAIRIE DE POGGIO D'OLETTA,MAIRIE DE POGGIO D'OLETTA,C,C,C,C,2,2023,42.63924,9.36207
02B,02B000305,2B239,POGGIO-D'OLETTA,,,,02B00111455,2023-07-13,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,POGGIO D'OLETTA,MAIRIE DE POGGIO D'OLETTA,MAIRIE DE POGGIO D'OLETTA,C,C,C,C,7,2023,42.63924,9.36207
02B,02B000313,2B178,NONZA,,,,02B00110123,2023-02-15,08h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,NONZA,MAIRIE DE NONZA,MAIRIE DE NONZA,C,C,C,C,2,2023,42.7844061,9.3445863
02B,02B000313,2B178,NONZA,02B000312,STATION UV,100 %,02B00111276,2023-08-01,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,NONZA,MAIRIE DE NONZA,MAIRIE DE NONZA,C,C,C,C,8,2023,42.7844061,9.3445863
02B,02B000313,2B178,NONZA,,,,02B00111277,2023-06-28,08h10,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,NONZA,MAIRIE DE NONZA,MAIRIE DE NONZA,N,C,N,C,6,2023,42.7844061,9.3445863
02B,02B000319,2B206,PENTA-ACQUATELLA,,,,02B00109236,2023-01-04,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PENTA ACQUATELLA,MAIRIE DE PENTA ACQUATELLA,MAIRIE DE PENTA ACQUATELLA,C,C,C,C,1,2023,42.4628386,9.3700306
02B,02B000319,2B206,PENTA-ACQUATELLA,,,,02B00110167,2023-04-25,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PENTA ACQUATELLA,MAIRIE DE PENTA ACQUATELLA,MAIRIE DE PENTA ACQUATELLA,C,C,C,C,4,2023,42.4628386,9.3700306
02B,02B000319,2B206,PENTA-ACQUATELLA,,,,02B00111325,2023-07-27,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PENTA ACQUATELLA,MAIRIE DE PENTA ACQUATELLA,MAIRIE DE PENTA ACQUATELLA,C,C,C,C,7,2023,42.4628386,9.3700306
02B,02B000327,2B188,OLMETA-DI-TUDA,02B000325,RESERVOIR PIETRA PINZUTA UV,100 %,02B00110140,2023-03-28,09h10,Eau d'alimentation conforme aux limites de qualité. Eau agressive. Eau faiblement minéralisée.,OLMETA DI TUDA,MAIRIE DE OLMETA DI TUDA,MAIRIE DE OLMETA DI TUDA,C,C,C,N,3,2023,42.611502,9.3552438
02B,02B000327,2B188,OLMETA-DI-TUDA,,,,02B00110143,2023-01-24,08h00,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,OLMETA DI TUDA,MAIRIE DE OLMETA DI TUDA,MAIRIE DE OLMETA DI TUDA,C,C,C,N,1,2023,42.611502,9.3552438
02B,02B000327,2B188,OLMETA-DI-TUDA,,,,02B00111297,2023-06-01,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OLMETA DI TUDA,MAIRIE DE OLMETA DI TUDA,MAIRIE DE OLMETA DI TUDA,C,C,C,C,6,2023,42.611502,9.3552438
02B,02B000328,2B188,OLMETA-DI-TUDA,,,,02B00110144,2023-01-24,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,OLMETA DI TUDA,MAIRIE DE OLMETA DI TUDA,MAIRIE DE OLMETA DI TUDA,C,C,C,C,1,2023,42.611502,9.3552438
02B,02B000328,2B188,OLMETA-DI-TUDA,,,,02B00111298,2023-06-01,08h10,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,OLMETA DI TUDA,MAIRIE DE OLMETA DI TUDA,MAIRIE DE OLMETA DI TUDA,N,C,N,C,6,2023,42.611502,9.3552438
02B,02B000367,2B067,CARPINETO,02B000366,RESERVOIR CARPINETO,100 %,02B00109923,2023-04-20,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,CARPINETO,MAIRIE DE CARPINETO,MAIRIE DE CARPINETO,C,C,C,C,4,2023,42.3563706,9.3789396
02B,02B000367,2B067,CARPINETO,,,,02B00111179,2023-07-10,06h15,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,CARPINETO,MAIRIE DE CARPINETO,MAIRIE DE CARPINETO,N,C,N,C,7,2023,42.3563706,9.3789396
02B,02B000371,2B216,PIAZZALI,,,,02B00110184,2023-02-02,06h35,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,PIAZZALI,MAIRIE DE PIAZZALI,MAIRIE DE PIAZZALI,N,C,N,C,2,2023,42.3191271,9.4067504
02B,02B000371,2B216,PIAZZALI,02B000370,RESERVOIR PIAZZALI,100 %,02B00111410,2023-08-24,10h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PIAZZALI,MAIRIE DE PIAZZALI,MAIRIE DE PIAZZALI,C,C,C,C,8,2023,42.3191271,9.4067504
02B,02B000371,2B216,PIAZZALI,,,,02B00111411,2023-07-03,06h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PIAZZALI,MAIRIE DE PIAZZALI,MAIRIE DE PIAZZALI,C,C,C,C,7,2023,42.3191271,9.4067504
02B,02B000376,2B227,PIETRICAGGIO,,,,02B00110213,2023-02-02,06h55,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,PIETRICAGGIO,MAIRIE DE PIETRICAGGIO,MAIRIE DE PIETRICAGGIO,C,C,C,N,2,2023,42.3350651,9.388986
02B,02B000376,2B227,PIETRICAGGIO,02B000375,RESERVOIR PIETRICAGGIO,100 %,02B00111439,2023-08-24,11h05,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PIETRICAGGIO,MAIRIE DE PIETRICAGGIO,MAIRIE DE PIETRICAGGIO,C,C,C,C,8,2023,42.3350651,9.388986
02B,02B000376,2B227,PIETRICAGGIO,,,,02B00111440,2023-07-03,06h50,Eau d'alimentation conforme aux limites de qualité. Présence de bactéries coliformes. La teneur en chlore libre est insuffisante.,PIETRICAGGIO,MAIRIE DE PIETRICAGGIO,MAIRIE DE PIETRICAGGIO,C,C,N,C,7,2023,42.3350651,9.388986
02B,02B000379,2B291,STAZZONA,02B000378,RESERVOIR STAZZONA,100 %,02B00110387,2023-04-20,08h50,Eau d'alimentation conforme aux limites de qualité. Eau agressive. Eau faiblement minéralisée.,STAZZONA,MAIRIE DE STAZZONA,MAIRIE DE STAZZONA,C,C,C,N,4,2023,42.3711507,9.3724225
02B,02B000379,2B291,STAZZONA,02B000378,RESERVOIR STAZZONA,100 %,02B00111534,2023-07-10,07h20,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,STAZZONA,MAIRIE DE STAZZONA,MAIRIE DE STAZZONA,N,C,N,N,7,2023,42.3711507,9.3724225
02B,02B000379,2B291,STAZZONA,,,,02B00111535,2023-06-05,06h50,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,STAZZONA,MAIRIE DE STAZZONA,MAIRIE DE STAZZONA,C,C,C,N,6,2023,42.3711507,9.3724225
02B,02B000382,2B072,CASALTA,02B000381,RESERVOIR CASALTA (UV),100 %,02B00109929,2023-02-16,05h50,Eau d'alimentation conforme aux limites de qualité. Carbone Organique Total hors norme.,CASALTA,MAIRIE DE CASALTA,MAIRIE DE CASALTA,C,C,C,N,2,2023,42.44163,9.40871
02B,02B000382,2B072,CASALTA,,,,02B00109930,2023-05-09,05h55,Eau d'alimentation non-conforme aux limites de qualité et conforme aux références de qualité. Présence de germes témoins de contamination fécale.,CASALTA,MAIRIE DE CASALTA,MAIRIE DE CASALTA,N,C,C,C,5,2023,42.44163,9.40871
02B,02B000382,2B072,CASALTA,,,,02B00111182,2023-06-06,06h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,CASALTA,MAIRIE DE CASALTA,MAIRIE DE CASALTA,C,C,C,C,6,2023,42.44163,9.40871
02B,02B000391,2B293,SANT'ANDREA-DI-COTONE,02B000389,RESERVOIR COTTONE UV,100 %,02B00110391,2023-03-21,06h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SANT'ANDREA DI COTONE,MAIRIE DE SANT'ANDREA DI COTONE,MAIRIE DE SANT'ANDREA DI COTONE,C,C,C,C,3,2023,42.3132786,9.4798889
02B,02B000391,2B293,SANT'ANDREA-DI-COTONE,,,,02B00110392,2023-02-07,07h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SANT'ANDREA DI COTONE,MAIRIE DE SANT'ANDREA DI COTONE,MAIRIE DE SANT'ANDREA DI COTONE,C,C,C,C,2,2023,42.3132786,9.4798889
02B,02B000391,2B293,SANT'ANDREA-DI-COTONE,02B000389,RESERVOIR COTTONE UV,100 %,02B00111537,2023-07-13,06h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SANT'ANDREA DI COTONE,MAIRIE DE SANT'ANDREA DI COTONE,MAIRIE DE SANT'ANDREA DI COTONE,C,C,C,C,7,2023,42.3132786,9.4798889
02B,02B000392,2B293,SANT'ANDREA-DI-COTONE,,,,02B00110393,2023-02-07,07h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SANT'ANDREA DI COTONE,MAIRIE DE SANT'ANDREA DI COTONE,MAIRIE DE SANT'ANDREA DI COTONE,C,C,C,C,2,2023,42.3132786,9.4798889
02B,02B000392,2B293,SANT'ANDREA-DI-COTONE,02B000390,STATION UV,100 %,02B00111536,2023-07-13,06h45,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale.,SANT'ANDREA DI COTONE,MAIRIE DE SANT'ANDREA DI COTONE,MAIRIE DE SANT'ANDREA DI COTONE,N,C,N,N,7,2023,42.3132786,9.4798889
02B,02B000395,2B321,TARRANO,02B000394,RESERVOIR ORTIA,100 %,02B00110454,2023-01-16,07h10,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,TARRANO,MAIRIE DE TARRANO,MAIRIE DE TARRANO,C,C,C,N,1,2023,42.3453979,9.4034815
02B,02B000395,2B321,TARRANO,,,,02B00110455,2023-02-27,07h40,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,TARRANO,MAIRIE DE TARRANO,MAIRIE DE TARRANO,C,C,C,N,2,2023,42.3453979,9.4034815
02B,02B000395,2B321,TARRANO,,,,02B00110456,2023-02-27,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,TARRANO,MAIRIE DE TARRANO,MAIRIE DE TARRANO,C,C,C,C,2,2023,42.3453979,9.4034815
02B,02B000395,2B321,TARRANO,,,,02B00110457,2023-01-16,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,TARRANO,MAIRIE DE TARRANO,MAIRIE DE TARRANO,C,C,C,C,1,2023,42.3453979,9.4034815
02B,02B000395,2B321,TARRANO,02B000394,RESERVOIR ORTIA,100 %,02B00111606,2023-07-18,10h00,Eau d'alimentation conforme aux limites de qualité. Eau agressive. Eau faiblement minéralisée.,TARRANO,MAIRIE DE TARRANO,MAIRIE DE TARRANO,C,C,C,N,7,2023,42.3453979,9.4034815
02B,02B000395,2B321,TARRANO,,,,02B00111607,2023-05-22,06h55,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,TARRANO,MAIRIE DE TARRANO,MAIRIE DE TARRANO,C,C,C,N,5,2023,42.3453979,9.4034815
02B,02B000395,2B321,TARRANO,,,,02B00111608,2023-07-18,10h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,TARRANO,MAIRIE DE TARRANO,MAIRIE DE TARRANO,C,C,C,C,7,2023,42.3453979,9.4034815
02B,02B000395,2B321,TARRANO,,,,02B00111609,2023-05-22,06h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,TARRANO,MAIRIE DE TARRANO,MAIRIE DE TARRANO,C,C,C,C,5,2023,42.3453979,9.4034815
02B,02B000410,2B224,PIETRACORBARA,02B000406,RESERVOIR MARINE,100 %,02B00110203,2023-03-06,07h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PIETRACORBARA,MAIRIE DE PIETRACORBARA,MAIRIE DE PIETRACORBARA,C,C,C,C,3,2023,42.8456516,9.4292804
