cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,month,year
02B,02B000132,2B267,SALICETO,02B000131,RESERVOIR SALICETO,100 %,02B00102988,2021-03-30,07h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,SALICETO,MAIRIE DE SALICETO,MAIRIE DE SALICETO,C,C,C,N,3,2021
02B,02B000132,2B267,SALICETO,,,,02B00102989,2021-02-18,05h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,SALICETO,MAIRIE DE SALICETO,MAIRIE DE SALICETO,C,C,C,N,2,2021
02B,02B000132,2B267,SALICETO,02B000131,RESERVOIR SALICETO,100 %,02B00104022,2021-07-06,07h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,SALICETO,MAIRIE DE SALICETO,MAIRIE DE SALICETO,C,C,C,N,7,2021
02B,02B000132,2B267,SALICETO,,,,02B00104023,2021-09-21,08h10,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,SALICETO,MAIRIE DE SALICETO,MAIRIE DE SALICETO,N,C,C,N,9,2021
02B,02B000148,2B039,BISINCHI,02B000142,RESERVOIR BISINCHI,100 %,02B00100637,2021-01-21,07h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive.,BISINCHI,MAIRIE DE BISINCHI,MAIRIE DE BISINCHI,C,C,C,N,1,2021
02B,02B000148,2B039,BISINCHI,02B000142,RESERVOIR BISINCHI,100 %,02B00102533,2021-03-11,08h30,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,BISINCHI,MAIRIE DE BISINCHI,MAIRIE DE BISINCHI,N,C,N,C,3,2021
02B,02B000148,2B039,BISINCHI,,,,02B00102537,2021-04-21,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,BISINCHI,MAIRIE DE BISINCHI,MAIRIE DE BISINCHI,C,C,C,C,4,2021
02B,02B000148,2B039,BISINCHI,,,,02B00103673,2021-06-09,07h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,BISINCHI,MAIRIE DE BISINCHI,MAIRIE DE BISINCHI,C,C,C,C,6,2021
02B,02B000148,2B039,BISINCHI,,,,02B00105369,2021-09-23,08h30,Eau d'alimentation non-conforme aux limites de qualité et conforme aux références de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,BISINCHI,MAIRIE DE BISINCHI,MAIRIE DE BISINCHI,N,C,C,C,9,2021
02B,02B000150,2B039,BISINCHI,02B000144,RESERVOIR VIGNALE,100 %,02B00102536,2021-06-09,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries coliformes. La teneur en chlore libre est insuffisante.,BISINCHI,MAIRIE DE BISINCHI,MAIRIE DE BISINCHI,C,C,N,C,6,2021
02B,02B000150,2B039,BISINCHI,,,,02B00102539,2021-04-21,08h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,BISINCHI,MAIRIE DE BISINCHI,MAIRIE DE BISINCHI,C,C,C,C,4,2021
02B,02B000150,2B039,BISINCHI,,,,02B00103675,2021-09-23,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,BISINCHI,MAIRIE DE BISINCHI,MAIRIE DE BISINCHI,C,C,C,C,9,2021
02B,02B000151,2B039,BISINCHI,02B000145,RESERVOIR FORNU,100 %,02B00102534,2021-03-11,09h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Carbone Organique Total hors norme. La teneur en chlore libre est insuffisante.,BISINCHI,MAIRIE DE BISINCHI,MAIRIE DE BISINCHI,C,C,C,N,3,2021
02B,02B000151,2B039,BISINCHI,,,,02B00103674,2021-06-09,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,BISINCHI,MAIRIE DE BISINCHI,MAIRIE DE BISINCHI,C,C,C,C,6,2021
02B,02B000151,2B039,BISINCHI,,,,02B00105370,2021-09-23,08h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,BISINCHI,MAIRIE DE BISINCHI,MAIRIE DE BISINCHI,C,C,C,C,9,2021
02B,02B000152,2B039,BISINCHI,02B000146,RESERVOIR PRADALE,100 %,02B00102535,2021-03-11,09h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,BISINCHI,MAIRIE DE BISINCHI,MAIRIE DE BISINCHI,C,C,C,C,3,2021
02B,02B000152,2B039,BISINCHI,,,,02B00102540,2021-04-21,08h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Turbidité hors norme. La teneur en chlore libre est insuffisante.,BISINCHI,MAIRIE DE BISINCHI,MAIRIE DE BISINCHI,C,C,C,N,4,2021
02B,02B000152,2B039,BISINCHI,,,,02B00103676,2021-06-09,08h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,BISINCHI,MAIRIE DE BISINCHI,MAIRIE DE BISINCHI,C,C,C,C,6,2021
02B,02B000152,2B039,BISINCHI,,,,02B00105372,2021-09-23,09h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,BISINCHI,MAIRIE DE BISINCHI,MAIRIE DE BISINCHI,C,C,C,C,9,2021
02B,02B000155,2B347,VEZZANI,,,,02B00101156,2021-01-06,07h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,VEZZANI,MAIRIE DE VEZZANI,MAIRIE DE VEZZANI,C,C,C,C,1,2021
02B,02B000155,2B347,VEZZANI,02B000154,RESERVOIR SAMBUCCHU,100 %,02B00103157,2021-04-15,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,VEZZANI,MAIRIE DE VEZZANI,MAIRIE DE VEZZANI,C,C,C,C,4,2021
02B,02B000155,2B347,VEZZANI,,,,02B00104240,2021-06-23,06h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,VEZZANI,MAIRIE DE VEZZANI,MAIRIE DE VEZZANI,C,C,C,C,6,2021
02B,02B000155,2B347,VEZZANI,,,,02B00105678,2021-11-24,07h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,VEZZANI,MAIRIE DE VEZZANI,MAIRIE DE VEZZANI,C,C,C,C,11,2021
02B,02B000169,2B043,BRANDO,02B000156,RESERVOIR POGGIOLO,100 %,02B00102541,2021-02-16,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau faiblement minéralisée. Carbone Organique Total hors norme. La teneur en chlore libre est insuffisante.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,C,N,2,2021
02B,02B000169,2B043,BRANDO,,,,02B00102546,2021-03-22,09h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,C,C,3,2021
02B,02B000169,2B043,BRANDO,,,,02B00102547,2021-05-03,08h50,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,N,C,N,C,5,2021
02B,02B000169,2B043,BRANDO,,,,02B00102548,2021-07-29,07h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,C,C,7,2021
02B,02B000169,2B043,BRANDO,02B000156,RESERVOIR POGGIOLO,100 %,02B00103677,2021-06-10,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,C,C,6,2021
02B,02B000169,2B043,BRANDO,,,,02B00103683,2021-08-26,10h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,C,C,8,2021
02B,02B000169,2B043,BRANDO,,,,02B00103684,2021-09-22,08h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,C,C,9,2021
02B,02B000169,2B043,BRANDO,,,,02B00105375,2021-12-01,09h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,C,C,12,2021
02B,02B000170,2B043,BRANDO,02B000166,RESERVOIR FRISCOLACCIO,100 %,02B00102544,2021-02-16,07h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries sulfito-réductrices. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,N,N,2,2021
02B,02B000170,2B043,BRANDO,,,,02B00102550,2021-05-03,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,C,C,5,2021
02B,02B000170,2B043,BRANDO,,,,02B00102551,2021-03-29,07h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,C,N,3,2021
02B,02B000170,2B043,BRANDO,,,,02B00102552,2021-03-29,07h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,C,N,3,2021
02B,02B000170,2B043,BRANDO,02B000166,RESERVOIR FRISCOLACCIO,100 %,02B00103680,2021-06-10,06h10,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,N,C,N,C,6,2021
02B,02B000170,2B043,BRANDO,,,,02B00103686,2021-07-29,06h25,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est trop élévée.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,C,N,7,2021
02B,02B000170,2B043,BRANDO,,,,02B00103687,2021-09-22,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,C,C,9,2021
02B,02B000170,2B043,BRANDO,,,,02B00103688,2021-07-29,06h35,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau faiblement minéralisée. La teneur en chlore libre est trop élévée.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,C,N,7,2021
02B,02B000170,2B043,BRANDO,,,,02B00105377,2021-12-01,08h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,C,N,12,2021
02B,02B000170,2B043,BRANDO,,,,02B00105378,2021-12-01,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,C,N,12,2021
02B,02B000172,2B043,BRANDO,02B000168,RESERVOIR SILGAGGIA,100 %,02B00102542,2021-02-16,07h50,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,N,C,N,C,2,2021
02B,02B000172,2B043,BRANDO,,,,02B00102549,2021-03-29,07h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Turbidité hors norme. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,N,N,3,2021
02B,02B000172,2B043,BRANDO,02B000168,RESERVOIR SILGAGGIA,100 %,02B00103678,2021-06-10,06h30,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,N,C,N,N,6,2021
02B,02B000172,2B043,BRANDO,,,,02B00103685,2021-09-22,08h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Turbidité hors norme,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,C,C,C,N,9,2021
02B,02B000172,2B043,BRANDO,,,,02B00105376,2021-12-01,08h50,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Turbidité hors norme. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,BRANDO,MAIRIE DE BRANDO,MAIRIE DE BRANDO,N,C,N,N,12,2021
02B,02B000182,2B159,MERIA,02B000179,RESERVOIR MERIA,100 %,02B00102767,2021-04-06,08h45,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Carbone Organique Total hors norme. La teneur en chlore libre est insuffisante.,MERIA,MAIRIE DE MERIA,MAIRIE DE MERIA,C,C,C,N,4,2021
02B,02B000182,2B159,MERIA,,,,02B00102769,2021-05-03,07h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,MERIA,MAIRIE DE MERIA,MAIRIE DE MERIA,C,C,N,C,5,2021
02B,02B000182,2B159,MERIA,02B000179,RESERVOIR MERIA,100 %,02B00103887,2021-07-12,09h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme.,MERIA,MAIRIE DE MERIA,MAIRIE DE MERIA,C,C,C,N,7,2021
02B,02B000182,2B159,MERIA,,,,02B00103891,2021-05-25,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,MERIA,MAIRIE DE MERIA,MAIRIE DE MERIA,C,C,C,C,5,2021
02B,02B000182,2B159,MERIA,,,,02B00105486,2021-10-04,09h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,MERIA,MAIRIE DE MERIA,MAIRIE DE MERIA,C,C,C,C,10,2021
02B,02B000183,2B159,MERIA,02B000180,RESERVOIR PASTINA,100 %,02B00103888,2021-07-12,09h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,MERIA,MAIRIE DE MERIA,MAIRIE DE MERIA,C,C,C,C,7,2021
02B,02B000186,2B194,ORTALE,02B000185,STATION UV,100 %,02B00102848,2021-02-17,07h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Carbone Organique Total hors norme.,ORTALE,MAIRIE DE ORTALE,MAIRIE DE ORTALE,C,C,C,N,2,2021
02B,02B000186,2B194,ORTALE,,,,02B00102849,2021-03-22,06h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,ORTALE,MAIRIE DE ORTALE,MAIRIE DE ORTALE,C,C,C,C,3,2021
02B,02B000186,2B194,ORTALE,02B000185,STATION UV,100 %,02B00103964,2021-06-07,06h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,ORTALE,MAIRIE DE ORTALE,MAIRIE DE ORTALE,C,C,C,C,6,2021
02B,02B000186,2B194,ORTALE,,,,02B00103965,2021-07-12,06h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,ORTALE,MAIRIE DE ORTALE,MAIRIE DE ORTALE,C,C,C,C,7,2021
02B,02B000186,2B194,ORTALE,,,,02B00105526,2021-10-14,06h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,ORTALE,MAIRIE DE ORTALE,MAIRIE DE ORTALE,C,C,C,C,10,2021
02B,02B000191,2B095,CORSCIA,02B000193,RESERVOIR CAVALLERACCE,100 %,02B00102665,2021-03-25,07h50,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Turbidité hors norme. Eau agressive. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CORSCIA,MAIRIE DE CORSCIA,MAIRIE DE CORSCIA,N,C,N,N,3,2021
02B,02B000191,2B095,CORSCIA,02B000193,RESERVOIR CAVALLERACCE,100 %,02B00103785,2021-08-11,09h00,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CORSCIA,MAIRIE DE CORSCIA,MAIRIE DE CORSCIA,N,C,N,N,8,2021
02B,02B000191,2B095,CORSCIA,,,,02B00103788,2021-08-31,06h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Turbidité hors norme. Eau faiblement minéralisée.,CORSCIA,MAIRIE DE CORSCIA,MAIRIE DE CORSCIA,C,C,C,N,8,2021
02B,02B000191,2B095,CORSCIA,,,,02B00105436,2021-12-09,08h10,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante. Turbidité hors norme. Eau faiblement minéralisée.,CORSCIA,MAIRIE DE CORSCIA,MAIRIE DE CORSCIA,N,C,N,N,12,2021
02B,02B000192,2B095,CORSCIA,02B000190,RESERVOIR NUNZIATA,100 %,02B00102666,2021-03-03,07h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries coliformes. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CORSCIA,MAIRIE DE CORSCIA,MAIRIE DE CORSCIA,C,C,N,N,3,2021
02B,02B000192,2B095,CORSCIA,,,,02B00102667,2021-03-03,08h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. pH hors norme. La teneur en chlore libre est insuffisante.,CORSCIA,MAIRIE DE CORSCIA,MAIRIE DE CORSCIA,C,C,C,N,3,2021
02B,02B000192,2B095,CORSCIA,,,,02B00102668,2021-03-25,08h00,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CORSCIA,MAIRIE DE CORSCIA,MAIRIE DE CORSCIA,N,C,N,N,3,2021
02B,02B000192,2B095,CORSCIA,02B000190,RESERVOIR NUNZIATA,100 %,02B00103786,2021-08-11,08h55,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CORSCIA,MAIRIE DE CORSCIA,MAIRIE DE CORSCIA,N,C,N,N,8,2021
02B,02B000192,2B095,CORSCIA,,,,02B00103787,2021-08-11,08h45,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante. Température hors norme.,CORSCIA,MAIRIE DE CORSCIA,MAIRIE DE CORSCIA,N,C,N,N,8,2021
02B,02B000192,2B095,CORSCIA,,,,02B00103789,2021-08-31,06h00,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CORSCIA,MAIRIE DE CORSCIA,MAIRIE DE CORSCIA,N,C,N,N,8,2021
02B,02B000192,2B095,CORSCIA,,,,02B00105437,2021-11-25,07h10,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CORSCIA,MAIRIE DE CORSCIA,MAIRIE DE CORSCIA,N,C,N,N,11,2021
02B,02B000202,2B193,OMESSA,02B000199,RESERVOIR OMESSA,100 %,02B00102843,2021-01-27,09h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. Carbone Organique Total hors norme.,OMESSA,MAIRIE DE OMESSA,MAIRIE DE OMESSA,C,C,C,N,1,2021
02B,02B000202,2B193,OMESSA,,,,02B00102846,2021-03-17,08h30,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,OMESSA,MAIRIE DE OMESSA,MAIRIE DE OMESSA,N,C,N,C,3,2021
02B,02B000202,2B193,OMESSA,02B000199,RESERVOIR OMESSA,100 %,02B00103960,2021-07-27,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau incrustante.,OMESSA,MAIRIE DE OMESSA,MAIRIE DE OMESSA,C,C,C,N,7,2021
