cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,latitude,longitude,month,year
02A,02A000066,2A048,CALCATOGGIO,,,,02A00114396,2023-08-24,10h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SYNDICAT CINARCA LIAMONE (LITTORAL),KYRNOLIA CEO BALEONE,SIVOM DE LA CINARCA ET DU LIAMONE,C,C,C,C,42.03069960000001,8.759427952990581,8,2023
02A,02A000071,2A090,COGGIA,,,,02A00112414,2023-01-09,08h08,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un pH bas.,SYNDICAT DE VICO/COGGIA,SIVOM DE VICO-COGGIA,SIVOM DE VICO-COGGIA,C,C,C,N,42.1237723,8.7507014,1,2023
02A,02A000071,2A090,COGGIA,,,,02A00112671,2023-03-07,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un Ph bas.,SYNDICAT DE VICO/COGGIA,SIVOM DE VICO-COGGIA,SIVOM DE VICO-COGGIA,C,C,C,N,42.1237723,8.7507014,3,2023
02A,02A000071,2A090,COGGIA,,,,02A00113091,2023-05-03,08h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT DE VICO/COGGIA,SIVOM DE VICO-COGGIA,SIVOM DE VICO-COGGIA,C,C,C,N,42.1237723,8.7507014,5,2023
02A,02A000071,2A090,COGGIA,02A000069,UNITE STERILISATION SAGONE,50 %,02A00113252,2023-05-03,08h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. De plus l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,SYNDICAT DE VICO/COGGIA,SIVOM DE VICO-COGGIA,SIVOM DE VICO-COGGIA,C,C,C,N,42.1237723,8.7507014,5,2023
02A,02A000071,2A090,COGGIA,02A000068,UNITE STERILISATION TILOZA,50 %,02A00113725,2023-07-13,07h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un pH bas.,SYNDICAT DE VICO/COGGIA,SIVOM DE VICO-COGGIA,SIVOM DE VICO-COGGIA,C,C,C,N,42.1237723,8.7507014,7,2023
02A,02A000071,2A090,COGGIA,02A000069,UNITE STERILISATION SAGONE,50 %,02A00113726,2023-07-13,08h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,SYNDICAT DE VICO/COGGIA,SIVOM DE VICO-COGGIA,SIVOM DE VICO-COGGIA,C,C,C,N,42.1237723,8.7507014,7,2023
02A,02A000071,2A090,COGGIA,,,,02A00113727,2023-07-13,09h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un pH bas.,SYNDICAT DE VICO/COGGIA,SIVOM DE VICO-COGGIA,SIVOM DE VICO-COGGIA,C,C,C,N,42.1237723,8.7507014,7,2023
02A,02A000073,2A198,OTA,,,,02A00112376,2023-01-18,09h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,42.2578277,8.7450622,1,2023
02A,02A000073,2A198,OTA,02A004569,USINE TRAITEMENT OTA,100 %,02A00113255,2023-05-16,08h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,42.2578277,8.7450622,5,2023
02A,02A000073,2A198,OTA,,,,02A00113326,2023-06-07,08h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,42.2578277,8.7450622,6,2023
02A,02A000073,2A198,OTA,02A004569,USINE TRAITEMENT OTA,100 %,02A00114507,2023-08-22,10h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Il est à noter que l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations. Une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,COMMUNE D' OTA-PORTO,KYRNOLIA CEO BALEONE,MAIRIE D' OTA,C,C,C,N,42.2578277,8.7450622,8,2023
02A,02A000075,2A203,PARTINELLO,,,,02A00112346,2023-01-11,09h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE PARTINELLO,MAIRIE DE PARTINELLO,MAIRIE DE PARTINELLO,C,C,C,C,42.3112867,8.6827466,1,2023
02A,02A000075,2A203,PARTINELLO,02A000076,UNITE STERILISATION PARTINELLO,100 %,02A00113139,2023-05-09,10h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes sulfito-réducteurs est à surveiller.,COMMUNE DE PARTINELLO,MAIRIE DE PARTINELLO,MAIRIE DE PARTINELLO,C,C,N,N,42.3112867,8.6827466,5,2023
02A,02A000075,2A203,PARTINELLO,,,,02A00113363,2023-05-16,09h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter une faible minéralisation et la présence de germes sulfito-réducteurs est à surveiller.,COMMUNE DE PARTINELLO,MAIRIE DE PARTINELLO,MAIRIE DE PARTINELLO,C,C,N,N,42.3112867,8.6827466,5,2023
02A,02A000075,2A203,PARTINELLO,02A000076,UNITE STERILISATION PARTINELLO,100 %,02A00113713,2023-07-11,10h00,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux et coliformes impose une surveillance renforcée.,COMMUNE DE PARTINELLO,MAIRIE DE PARTINELLO,MAIRIE DE PARTINELLO,N,C,N,N,42.3112867,8.6827466,7,2023
02A,02A000082,2A196,ORTO,,,,02A00112537,2023-02-13,09h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.,COMMUNE D' ORTO,MAIRIE D' ORTO,MAIRIE D' ORTO,C,C,N,N,42.1867101,8.932329300000003,2,2023
02A,02A000082,2A196,ORTO,02A002643,TTP ORTO,100 %,02A00113156,2023-05-11,10h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' ORTO,MAIRIE D' ORTO,MAIRIE D' ORTO,C,C,C,N,42.1867101,8.932329300000003,5,2023
02A,02A000082,2A196,ORTO,,,,02A00113455,2023-06-22,08h05,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,COMMUNE D' ORTO,MAIRIE D' ORTO,MAIRIE D' ORTO,C,C,C,N,42.1867101,8.932329300000003,6,2023
02A,02A000086,2A295,SANT'ANDREA-D'ORCINO,02A002112,UNITE TRAITEMENT ST ANDRE D'ORCINO,100 %,02A00112999,2023-04-12,10h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT CINARCA LIAMONE INTERIEUR,SIVOM DE LA CINARCA ET DU LIAMONE,SIVOM DE LA CINARCA ET DU LIAMONE,C,C,C,N,42.0462105,8.809251699999997,4,2023
02A,02A000086,2A295,SANT'ANDREA-D'ORCINO,,,,02A00113095,2023-05-04,09h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SYNDICAT CINARCA LIAMONE INTERIEUR,SIVOM DE LA CINARCA ET DU LIAMONE,SIVOM DE LA CINARCA ET DU LIAMONE,C,C,C,C,42.0462105,8.809251699999997,5,2023
02A,02A000086,2A295,SANT'ANDREA-D'ORCINO,,,,02A00113973,2023-07-19,08h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SYNDICAT CINARCA LIAMONE INTERIEUR,SIVOM DE LA CINARCA ET DU LIAMONE,SIVOM DE LA CINARCA ET DU LIAMONE,C,C,C,N,42.0462105,8.809251699999997,7,2023
02A,02A000101,2A197,OSANI,,,,02A00112345,2023-01-11,10h05,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes sulfito-réducteurs impose une surveillance renforcée.,COMMUNE D' OSANI,MAIRIE D'OSANI,MAIRIE D'OSANI,C,C,N,C,42.3237579,8.6320161,1,2023
02A,02A000101,2A197,OSANI,02A003029,TTP OSANI,100 %,02A00113276,2023-05-16,10h15,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter que l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,COMMUNE D' OSANI,MAIRIE D'OSANI,MAIRIE D'OSANI,C,C,C,N,42.3237579,8.6320161,5,2023
02A,02A000101,2A197,OSANI,,,,02A00114294,2023-08-01,09h50,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une minéralisation élévée. De plus, une température de l'eau supérieure à 25° peut entrainer des développements bactériens.",COMMUNE D' OSANI,MAIRIE D'OSANI,MAIRIE D'OSANI,C,C,C,N,42.3237579,8.6320161,8,2023
02A,02A000102,2A197,OSANI,,,,02A00112372,2023-01-11,09h45,"Eau d'alimentation non conforme à la norme en vigueur, du fait du dépassement de la limite de qualité concernant le paramètre arsenic.",COMMUNE D' OSANI,MAIRIE D'OSANI,MAIRIE D'OSANI,C,N,C,C,42.3237579,8.6320161,1,2023
02A,02A000102,2A197,OSANI,02A003028,TTP CURZO,100 %,02A00113249,2023-05-16,09h30,"Eau d'alimentation non conforme à la norme en vigueur, du fait du dépassement de la limite de qualité concernant le paramètre arsenic.",COMMUNE D' OSANI,MAIRIE D'OSANI,MAIRIE D'OSANI,C,N,C,C,42.3237579,8.6320161,5,2023
02A,02A000102,2A197,OSANI,,,,02A00114293,2023-08-01,10h50,"Eau d'alimentation non conforme à la norme en vigueur, du fait du dépassement de la limite de qualité concernant le paramètre arsenic.",COMMUNE D' OSANI,MAIRIE D'OSANI,MAIRIE D'OSANI,C,N,C,N,42.3237579,8.6320161,8,2023
02A,02A000103,2A197,OSANI,,,,02A00113300,2023-05-31,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' OSANI,MAIRIE D'OSANI,MAIRIE D'OSANI,C,C,C,C,42.3237579,8.6320161,5,2023
02A,02A000103,2A197,OSANI,,,,02A00113392,2023-06-13,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' OSANI,MAIRIE D'OSANI,MAIRIE D'OSANI,C,C,C,C,42.3237579,8.6320161,6,2023
02A,02A000103,2A197,OSANI,02A003027,TTP GIROLATA,100 %,02A00114292,2023-08-01,09h09,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' OSANI,MAIRIE D'OSANI,MAIRIE D'OSANI,C,C,C,C,42.3237579,8.6320161,8,2023
02A,02A000107,2A279,SERRIERA,02A003042,TTP SERRIERA,100 %,02A00112371,2023-01-11,09h00,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE SERRIERA,KYRNOLIA CEO BALEONE,MAIRIE DE SERRIERA,N,C,N,N,42.3017042,8.709066499999999,1,2023
02A,02A000107,2A279,SERRIERA,,,,02A00113211,2023-05-16,08h45,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE SERRIERA,KYRNOLIA CEO BALEONE,MAIRIE DE SERRIERA,N,C,N,N,42.3017042,8.709066499999999,5,2023
02A,02A000107,2A279,SERRIERA,02A003042,TTP SERRIERA,100 %,02A00113712,2023-07-11,07h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,COMMUNE DE SERRIERA,KYRNOLIA CEO BALEONE,MAIRIE DE SERRIERA,C,C,C,N,42.3017042,8.709066499999999,7,2023
02A,02A000111,2A108,EVISA,02A000110,UNITE DE STERILISATION EVISA,100 %,02A00112449,2023-01-30,10h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' EVISA,MAIRIE D' EVISA,MAIRIE D' EVISA,C,C,C,N,42.25349420000001,8.8030188,1,2023
02A,02A000111,2A108,EVISA,,,,02A00112836,2023-03-30,10h50,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un pH bas. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",COMMUNE D' EVISA,MAIRIE D' EVISA,MAIRIE D' EVISA,C,C,C,N,42.25349420000001,8.8030188,3,2023
02A,02A000111,2A108,EVISA,,,,02A00112950,2023-04-13,09h40,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",COMMUNE D' EVISA,MAIRIE D' EVISA,MAIRIE D' EVISA,C,C,C,N,42.25349420000001,8.8030188,4,2023
02A,02A000111,2A108,EVISA,02A000110,UNITE DE STERILISATION EVISA,100 %,02A00113029,2023-04-06,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. De plus l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,COMMUNE D' EVISA,MAIRIE D' EVISA,MAIRIE D' EVISA,C,C,C,N,42.25349420000001,8.8030188,4,2023
02A,02A000111,2A108,EVISA,,,,02A00113283,2023-06-02,08h30,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE D' EVISA,MAIRIE D' EVISA,MAIRIE D' EVISA,N,C,N,N,42.25349420000001,8.8030188,6,2023
02A,02A000119,2A100,CRISTINACCE,02A002998,TTP CRISTINACCE,100 %,02A00112447,2023-01-30,10h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un Ph bas.,COMMUNE DE CRISTINACCE,MAIRIE DE CRISTINACCE,MAIRIE DE CRISTINACCE,C,C,C,N,42.239042,8.8408788,1,2023
02A,02A000119,2A100,CRISTINACCE,,,,02A00112949,2023-04-13,09h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE CRISTINACCE,MAIRIE DE CRISTINACCE,MAIRIE DE CRISTINACCE,C,C,C,N,42.239042,8.8408788,4,2023
02A,02A000119,2A100,CRISTINACCE,,,,02A00113280,2023-06-02,09h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE CRISTINACCE,MAIRIE DE CRISTINACCE,MAIRIE DE CRISTINACCE,C,C,C,N,42.239042,8.8408788,6,2023
02A,02A000126,2A212,PIANA,,,,02A00112400,2023-01-24,08h55,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable. La présence de germes coliformes est à surveiller.",COMMUNE DE PIANA,MAIRIE DE PIANA,MAIRIE DE PIANA,C,C,N,N,42.2388671,8.637056900000001,1,2023
02A,02A000126,2A212,PIANA,,,,02A00112641,2023-03-01,10h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE PIANA,MAIRIE DE PIANA,MAIRIE DE PIANA,C,C,C,N,42.2388671,8.637056900000001,3,2023
02A,02A000126,2A212,PIANA,,,,02A00113114,2023-05-05,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE PIANA,MAIRIE DE PIANA,MAIRIE DE PIANA,C,C,C,N,42.2388671,8.637056900000001,5,2023
02A,02A000126,2A212,PIANA,,,,02A00113173,2023-05-09,08h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE PIANA,MAIRIE DE PIANA,MAIRIE DE PIANA,C,C,C,N,42.2388671,8.637056900000001,5,2023
02A,02A000126,2A212,PIANA,02A000124,UNITE STERILISATION PIANA,100 %,02A00113437,2023-06-07,07h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. De plus l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,COMMUNE DE PIANA,MAIRIE DE PIANA,MAIRIE DE PIANA,C,C,C,N,42.2388671,8.637056900000001,6,2023
02A,02A000126,2A212,PIANA,,,,02A00113734,2023-07-13,10h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE PIANA,MAIRIE DE PIANA,MAIRIE DE PIANA,C,C,C,N,42.2388671,8.637056900000001,7,2023
02A,02A000127,2A212,PIANA,02A000125,UNITE STERILISATION ARONE,100 %,02A00112841,2023-03-27,10h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE PIANA,MAIRIE DE PIANA,MAIRIE DE PIANA,C,C,C,N,42.2388671,8.637056900000001,3,2023
02A,02A000127,2A212,PIANA,,,,02A00112877,2023-04-05,09h30,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",COMMUNE DE PIANA,MAIRIE DE PIANA,MAIRIE DE PIANA,C,C,C,N,42.2388671,8.637056900000001,4,2023
02A,02A000127,2A212,PIANA,02A000125,UNITE STERILISATION ARONE,100 %,02A00113415,2023-06-07,07h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. L'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,COMMUNE DE PIANA,MAIRIE DE PIANA,MAIRIE DE PIANA,C,C,C,N,42.2388671,8.637056900000001,6,2023
02A,02A000127,2A212,PIANA,,,,02A00114266,2023-08-09,10h00,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",COMMUNE DE PIANA,MAIRIE DE PIANA,MAIRIE DE PIANA,C,C,C,N,42.2388671,8.637056900000001,8,2023
02A,02A000133,2A154,MARIGNANA,02A003008,TTP MARIGNANA CHEF LIEU,100 %,02A00112448,2023-01-30,10h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un Ph bas.,COMMUNE DE MARIGNANA,MAIRIE DE MARIGNANA,MAIRIE DE MARIGNANA,C,C,C,N,42.233199600000006,8.8007771,1,2023
02A,02A000133,2A154,MARIGNANA,,,,02A00112951,2023-04-13,10h05,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE MARIGNANA,MAIRIE DE MARIGNANA,MAIRIE DE MARIGNANA,C,C,C,N,42.233199600000006,8.8007771,4,2023
02A,02A000133,2A154,MARIGNANA,,,,02A00113282,2023-06-02,08h25,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation, un pH bas, ainsi que la présence de germes sulfito-réducteurs.",COMMUNE DE MARIGNANA,MAIRIE DE MARIGNANA,MAIRIE DE MARIGNANA,C,C,N,N,42.233199600000006,8.8007771,6,2023
